file_name,total_amount
company/99556/costs/1546947657.jpg,6.67
company/110911/costs/1509373134.jpeg,2.2
company/191444/costs/1581715904.jpg,60.02
company/18812/costs/1532098423.jpg,9.76
company/84357/costs/1609769267.pdf,211.75
company/50010/costs/1517238002.jpeg,6.7
company/51126/costs/1514392025.jpeg,84.3
company/51126/costs/1482163239.pdf,265.0
company/51126/costs/1498136200.pdf,400.0
company/122947/costs/1574337044.jpeg,0.58
company/104996/costs/1534762994.jpg,5.0
company/9/costs/1441828358.jpeg,5.3
company/912/costs/1565212667.pdf,16.98
company/23321/costs/1508657568.jpeg,52.5
company/21860/costs/1474273049.jpeg,20.8
company/29342/costs/1576769958.jpeg,25.25
company/6433/costs/1532947563.pdf,81.92
company/204574/costs/1555874197.pdf,99.83
company/13712/costs/1480539992.jpeg,16.4
company/96807/costs/1518313122.jpeg,10.76
company/1/costs/1443947153.jpeg,36.01
company/36582/costs/1460010811.jpg,39.9
company/56070/costs/1489324111.PDF,129.37
company/11170/costs/1595816352.pdf,18.15
company/10688/costs/1531220658.jpeg,88.97
company/168579/costs/1603910240.jpeg,113.57
company/222206/costs/1553773043.PDF,1200.0
company/18812/costs/1579790615.jpg,143.57
company/11349/costs/1599417991.pdf,10.4
company/1347/costs/1486551797.jpg,7.81
company/310710/costs/1580068366.pdf,41.93
company/17413/costs/1551967895.pdf,62.65
company/6762/costs/1438157981.jpeg,19.65
company/96807/costs/1521639137.jpg,16.45
company/976/costs/1603387796.jpg,23.17
company/25916/costs/1537126243.jpeg,1360.52
company/2228/costs/1498472463.jpg,5.68
company/294842/costs/1581435814.pdf,42.25
company/1261/costs/1596056126.pdf,2.97
company/5357/costs/141669976664.jpeg,130.6
company/171139/costs/1539518093.jpeg,6.92
company/86417/costs/1536181282.jpg,19.0
company/345236/costs/1595448782.jpg,114.39
company/6762/costs/1485203754.pdf,6.66
company/146797/costs/1547662762.pdf,223.79
company/10812/costs/1516192961.jpg,6.25
company/22361/costs/1494514144.pdf,96.8
company/72928/costs/1524397382.jpg,8.7
company/60438/costs/1480087217.jpeg,17.68
company/180972/costs/1610057747.pdf,120.0
company/136148/costs/1603878672.png,103.53
company/23649/costs/1496773521.jpeg,5.1
company/1070/costs/1445194256.jpeg,4.95
company/1261/costs/1539869941.jpeg,874.94
company/267944/costs/1582706074.jpeg,44.0
company/129997/costs/1591281523.pdf,593.95
company/151116/costs/1548088432.jpeg,64.26
company/17074/costs/1523625239.jpeg,32.6
company/15855/costs/1479273125.pdf,95.21
company/33443/costs/1562012074.pdf,19.79
company/168579/costs/1597149246.jpg,20.33
company/37708/costs/1565080854.jpeg,242.0
company/1770/costs/1603169005.jpg,24.99
company/42356/costs/1492802030.PDF,142.61
company/36582/costs/1463128357.jpeg,15.99
company/27274/costs/1522827594.png,53.0
company/30802/costs/1496057761.pdf,12.1
company/124980/costs/1569917923.pdf,33.85
company/8234/costs/1601559017.pdf,99.99
company/933/costs/1477833519.jpeg,13.87
company/107238/costs/1524745045.jpeg,56.25
company/74231/costs/1596878318.jpeg,4.6
company/17074/costs/1523624731.jpeg,75.0
company/124413/costs/1601566918.pdf,22.32
company/110911/costs/1515442750.jpeg,2.95
company/2228/costs/1567535863.pdf,6.63
company/37708/costs/1600854564.jpeg,423.5
company/79756/costs/1505321853.jpeg,4.6
company/29342/costs/1465841500.jpg,5.0
company/8234/costs/1590750117.pdf,968.0
company/5217/costs/1526220526.jpeg,672.0
company/5217/costs/1490662297.jpeg,189.0
company/79124/costs/1591384939.jpg,22.86
company/1220/costs/1499588240.doc,395.62
company/27902/costs/1622991926.jpeg,2400.64
company/17413/costs/1543917621.jpeg,8.6
company/87334/costs/1544382570.jpeg,9.68
company/32632/costs/1495962667.jpeg,20.0
company/18045/costs/1446111171.jpeg,4.95
company/25526/costs/1618914116.pdf,15.0
company/129997/costs/1618037647.jpg,86.54
company/200163/costs/1594061222.pdf,22.37
company/13712/costs/1479117594.jpeg,57.78
company/15855/costs/1530898290.jpeg,18.0
company/74231/costs/1560198884.pdf,17.5
company/79124/costs/1599141995.jpg,18.01
company/87030/costs/1493279419.jpeg,29.48
company/98475/costs/1591454836.JPG,54.09
company/13092/costs/1467899636.jpeg,10.07
company/86475/costs/1557649455.jpg,899.72
company/51126/costs/1525106822.pdf,86.81
company/267944/costs/1603911489.jpg,16.85
company/15274/costs/1592480494.jpeg,3.25
company/21860/costs/1486637012.pdf,55.28
company/12325/costs/1550756831.pdf,149.0
company/80561/costs/1624272209.jpg,19.1
company/33443/costs/1626335316.jpeg,7.25
company/50010/costs/1548497033.pdf,2250.0
company/79124/costs/1571643579.pdf,397.99
company/110480/costs/1545041203.jpeg,9.0
company/107238/costs/1532329884.pdf,373.36
company/22120/costs/1517436529.jpeg,86.39
company/75546/costs/1548955299.pdf,20.8
company/95481/costs/1512396893.jpeg,78.86
company/168579/costs/1573587820.jpg,19.22
company/59566/costs/1506683089.pdf,222.52
company/1220/costs/1514536723.png,13.0
company/5217/costs/1609834187.jpeg,53.24
company/110480/costs/1559041555.pdf,90.0
company/287939/costs/1601750643.pdf,117.85
company/1134/costs/1603821847.JPG,29.9
company/79176/costs/1530653321.jpeg,3.04
company/71878/costs/1493042990.jpeg,10.0
company/96807/costs/1500816317.jpg,38.79
company/32632/costs/1508268052.pdf,6.66
company/1/costs/1625314159.pdf,12.3
company/33443/costs/1498818922.jpeg,55.0
company/107779/costs/1579347287.jpeg,10.0
company/66331/costs/1579039346.pdf,1446.27
company/72928/costs/1524900610.pdf,13.66
company/110911/costs/1515711953.jpeg,5.8
company/81377/costs/1607374155.jpeg,22.74
company/18045/costs/1492858085.pdf,24.78
company/59566/costs/1505129596.pdf,712.81
company/56070/costs/1546882262.jpg,171.45
company/90530/costs/1618956590.jpeg,95.0
company/86417/costs/1523882972.jpg,4.85
company/46168/costs/1559297563.jpg,23.12
company/18305/costs/1466777490.jpg,35.39
company/107385/costs/1521568500.pdf,306.86
company/49595/costs/1491819654.jpeg,40.75
company/230352/costs/1580996164.pdf,756.66
company/230352/costs/1558960054.pdf,203.93
company/80561/costs/1524344557.jpg,83.79
company/51522/costs/1545295996.jpg,102.53
company/68925/costs/1501084224.jpeg,84.22
company/129997/costs/1541495217.pdf,412.01
company/85939/costs/1527580013.jpg,37.68
company/36582/costs/1460366538.jpg,13.0
company/1/costs/1549366620.jpeg,3.41
company/49595/costs/1473670747.jpeg,38.5
company/74231/costs/1568804550.jpeg,6.54
company/86417/costs/1517170429.jpg,5.75
company/1261/costs/1475076002.jpeg,49.53
company/59566/costs/1485871054.pdf,67.76
company/170475/costs/1533500456.jpeg,2.8
company/10417/costs/1528388593.jpeg,9.0
company/185949/costs/1578851720.jpeg,64.35
company/64758/costs/1580243628.jpeg,20.0
company/92884/costs/1523373861.jpeg,500.0
company/64758/costs/1611920655.pdf,0.7
company/16430/costs/1568988720.jpeg,7.87
company/141637/costs/1596379108.jpeg,23.5
company/1134/costs/1539331557.jpeg,43.82
company/9/costs/139862105648.jpeg,18.0
company/6762/costs/1496079196.jpg,24.0
company/13350/costs/1570567684.jpg,82.77
company/80561/costs/1601839124.jpg,46.52
company/107063/costs/1572421494.pdf,19.63
company/10363/costs/1508994941.jpeg,80.0
company/117279/costs/1587446612.jpeg,16.65
company/18812/costs/1490273016.jpg,87.25
company/18134/costs/1553641266.jpeg,35.0
company/117279/costs/1511447094.jpeg,6.49
company/27579/costs/1503332244.jpeg,45.88
company/6/costs/1595277564.pdf,784.87
company/57823/costs/1571371418.pdf,12.1
company/5098/costs/1574164620.jpeg,676.3
company/147813/costs/1550761197.jpeg,144.5
company/101972/costs/1561895221.pdf,82.35
company/113382/costs/1552226909.jpeg,39.0
company/27439/costs/1541585733.jpg,16.0
company/41564/costs/1618051004.jpeg,30.8
company/79124/costs/1497866709.jpg,78.14
company/5357/costs/1420626320.jpeg,4.6
company/67135/costs/1485703937.jpeg,4.99
company/75546/costs/1608788303.pdf,18.88
company/14381/costs/1518170242.jpeg,10.0
company/10363/costs/1572011673.jpeg,7.5
company/64758/costs/1510707187.jpeg,49.11
company/15855/costs/1542745844.jpeg,94.79
company/12028/costs/1532894355.jpeg,1.99
company/110910/costs/1550559067.jpg,158.3
company/185949/costs/1569860223.jpeg,64.77
company/36478/costs/1488792521.jpeg,11.95
company/4032/costs/1449637737.jpeg,41.91
company/79862/costs/1592226860.pdf,9.99
company/5217/costs/1526827057.jpeg,49.16
company/1736/costs/1568660338.jpg,25.34
company/85939/costs/1601225514.pdf,453.75
company/140738/costs/1543607958.jpg,30.0
company/101103/costs/1517225275.jpeg,17.55
company/191444/costs/1625569856.pdf,42.9
company/6504/costs/1463063994.jpeg,18.95
company/291984/costs/1602778330.jpeg,1505.68
company/175699/costs/1579395555.jpeg,200.0
company/99556/costs/1526492398.jpg,2.8
company/51126/costs/1516743152.jpeg,67.27
company/12028/costs/1444564229.pdf,14.52
company/30336/costs/1516443401.jpg,27.5
company/63544/costs/1532584716.pdf,2858.63
company/267944/costs/1621707510.jpg,50.02
company/199097/costs/1582659788.pdf,317.0
company/23457/costs/1601832846.pdf,16.6
company/16749/costs/1572401983.jpg,252.73
company/170475/costs/1595470392.pdf,12.1
company/58513/costs/1582918868.jpeg,50.0
company/51126/costs/1509377459.pdf,17.5
company/58278/costs/1554884971.pdf,20.88
company/87334/costs/1577706522.jpeg,15.05
company/10880/costs/1555832504.pdf,33.76
company/148390/costs/1537629116.jpeg,11.95
company/148390/costs/1531499318.jpeg,14.0
company/15274/costs/1556372289.jpeg,417.45
company/126533/costs/1595323620.jpeg,77.0
company/140738/costs/1530292955.pdf,24.95
company/16749/costs/1532771936.jpg,15.0
company/5690/costs/1454239287.jpeg,40.0
company/100976/costs/1522153074.jpeg,21.08
company/18812/costs/1516617226.jpg,113.7
company/16748/costs/1594207972.jpeg,12.83
company/1736/costs/1546944736.jpeg,562.65
company/45613/costs/1497251091.jpeg,65.9
company/33443/costs/1578919384.pdf,10.68
company/21931/costs/1468485847.jpeg,10.95
company/6504/costs/1564485701.jpeg,174.64
company/79124/costs/1624820370.jpg,1586.61
company/14381/costs/1565000659.pdf,55.52
company/49595/costs/1506948506.jpeg,78.1
company/33443/costs/1626336802.jpeg,1.97
company/51126/costs/1482489055.pdf,235.89
company/57823/costs/1519903988.jpeg,3.57
company/126812/costs/1566996904.jpg,28.54
company/33443/costs/1490821413.pdf,1160.87
company/12325/costs/1533387052.jpeg,56.0
company/6111/costs/1555442201.jpeg,9.6
company/51522/costs/1592223150.jpg,18.1
company/110911/costs/1518786617.jpeg,1.5
company/52/costs/1512392917.jpeg,21.5
company/100976/costs/1532013723.jpeg,17.7
company/197951/costs/1617024823.jpeg,9.32
company/323007/costs/1595146590.jpg,2.25
company/5690/costs/1423402870.jpeg,7.99
company/117279/costs/1575559089.jpeg,52.0
company/74448/costs/1507036096.jpg,37.99
company/25997/costs/1485306769.jpeg,98.06
company/14577/costs/1499698332.jpeg,15.75
company/29342/costs/1538137578.jpg,1.8
company/72928/costs/1524398222.jpg,21.08
company/170475/costs/1627481502.png,403.64
company/13092/costs/1460731280.jpeg,356.24
company/1220/costs/1501706099.pdf,6.9
company/5690/costs/1525013944.jpeg,35.0
company/85939/costs/1544437289.jpg,4.25
company/122947/costs/1598029603.jpeg,5.0
company/200671/costs/1595336941.pdf,79.32
company/154742/costs/1626165057.pdf,47.65
company/231125/costs/1569754381.jpeg,3.7
company/89195/costs/1604239351.jpg,30.21
company/51522/costs/1539157496.jpg,75.64
company/1134/costs/1508433918.jpeg,5.0
company/33435/costs/1593884847.pdf,4.08
company/79756/costs/1501436143.jpeg,40.0
company/237454/costs/1603362481.pdf,17.45
company/15855/costs/1520511819.pdf,163.35
company/10880/costs/1468253034.jpeg,24.35
company/41564/costs/1475846557.jpeg,4.5
company/110480/costs/1555013030.jpeg,26.45
company/99929/costs/1515763674.jpg,20.0
company/22120/costs/1493047286.jpeg,45.0
company/183582/costs/1594045000.jpeg,81.42
company/200671/costs/1617197795.pdf,466.0
company/99556/costs/1546854505.jpg,42.0
company/124980/costs/1570001001.pdf,2558.85
company/12325/costs/1451549738.jpeg,8.07
company/36582/costs/1559139045.jpeg,50.1
company/25526/costs/1603194611.pdf,82.52
company/230352/costs/1601282583.pdf,15.48
company/135569/costs/1532515842.jpg,49.0
company/10880/costs/1507039131.pdf,54.45
company/207481/costs/1592556397.jpg,146.67
company/70186/costs/1617223646.pdf,25.4
company/122947/costs/1574884994.jpeg,5.5
company/122947/costs/1584264795.jpeg,3.5
company/24824/costs/1539337787.pdf,30.25
company/27274/costs/1573230261.pdf,4.81
company/79124/costs/1529064978.jpg,22.23
company/30802/costs/1546773463.pdf,54.8
company/113382/costs/1509362417.jpeg,6.8
company/10430/costs/1535974018.jpeg,3.0
company/1070/costs/1595941526.pdf,11.5
company/12325/costs/1476010598.jpeg,74.18
company/71878/costs/1493040680.jpeg,4.47
company/9270/costs/1561740465.jpeg,34.6
company/6105/costs/1575922484.pdf,9.99
company/12028/costs/1494086165.jpeg,4.0
company/294842/costs/1610293400.pdf,1799.88
company/207481/costs/1614478114.pdf,12.1
company/25526/costs/1518701185.pdf,1001.9
company/202881/costs/1554300587.jpg,11.83
company/42964/costs/1549631489.jpg,209.98
company/302018/costs/1583854220.pdf,2294.16
company/27439/costs/1520601185.jpg,7.95
company/6468/costs/1528721581.jpeg,4.0
company/175699/costs/1557276782.jpeg,22.2
company/124980/costs/1539420495.pdf,2075.15
company/87334/costs/1529148266.jpeg,-60.5
company/113382/costs/1514840853.jpeg,5.0
company/12028/costs/1511255233.jpeg,12.25
company/58513/costs/1508788495.jpeg,109.95
company/141637/costs/1554030070.jpeg,9.3
company/168579/costs/1589223364.jpg,55.8
company/75483/costs/1540028580.jpg,13.12
company/41564/costs/1619445892.PDF,29.49
company/24050/costs/1520262875.jpg,118.82
company/23649/costs/1498807241.jpeg,2.8
company/4032/costs/141424469882.jpeg,18.6
company/6762/costs/1489074118.jpeg,46.8
company/1736/costs/1627307333.pdf,50.0
company/208165/costs/1610283469.jpeg,707.84
company/12028/costs/1490250846.jpeg,12.0
company/86417/costs/1534192727.jpg,9.0
company/64758/costs/1521943287.jpeg,0.79
company/1347/costs/1507111796.pdf,28.9
company/1347/costs/1460989212.jpg,23.63
company/5217/costs/1494406533.jpeg,49.0
company/27439/costs/1541586081.jpg,7.0
company/10594/costs/1556094333.pdf,73.64
company/6111/costs/1625611612.pdf,85.42
company/180972/costs/1601477946.pdf,133.23
company/210048/costs/1611688715.jpeg,3.2
company/104996/costs/1534758207.jpg,60.08
company/302018/costs/1586681150.pdf,266.99
company/1770/costs/1427121076.jpeg,10.5
company/305274/costs/1609149346.jpg,67.65
company/171139/costs/1571000388.pdf,88.21
company/49595/costs/1501514480.jpeg,13.0
company/33435/costs/1514902797.pdf,13.21
company/36582/costs/1584443544.jpeg,171.0
company/12325/costs/1453793949.jpeg,2.59
company/18812/costs/1603131117.jpg,17.86
company/25526/costs/1454926596.jpeg,6.05
company/79124/costs/1496840650.jpg,65.01
company/59566/costs/1500634554.pdf,6634.43
company/18812/costs/1625652037.jpg,42.52
company/10688/costs/1492854536.jpeg,130.0
company/6504/costs/1627478136.jpeg,18.6
company/42694/costs/1555230600.jpg,61.46
company/79176/costs/1513102623.jpeg,4.33
company/100976/costs/1547215120.jpeg,8.0
company/96807/costs/1521901065.jpg,4.2
company/11349/costs/1553794784.pdf,1609.3
company/79124/costs/1601028434.jpg,29.39
company/75546/costs/1567328089.pdf,60.24
company/139804/costs/1554132513.jpeg,173.71
company/66331/costs/1602254199.pdf,80.89
company/85939/costs/1563612769.jpg,57.86
company/11096/costs/1525682293.pdf,38.84
company/42356/costs/1606850346.pdf,8.24
company/1347/costs/1570115758.pdf,60.35
company/1770/costs/1421587407.jpg,18.29
company/80561/costs/1600812095.jpg,59.84
company/30802/costs/1546463416.jpg,22.44
company/10812/costs/1429283540.jpeg,85.0
company/6433/costs/1547225674.pdf,16.48
company/72143/costs/1532409287.pdf,27.59
company/200671/costs/1622707725.jpeg,25.0
company/912/costs/1492429581.pdf,71.86
company/18812/costs/1556003146.jpg,236.74
company/22120/costs/1580898633.pdf,92.49
company/104996/costs/1505080063.jpeg,8.74
company/78498/costs/1548323420.pdf,99.0
company/74880/costs/1627381153.jpeg,488.81
company/79124/costs/1617739769.jpg,31.1
company/267944/costs/1579175178.jpg,25.68
company/13092/costs/1477158382.PDF,1275.94
company/72143/costs/1565761806.pdf,48.67
company/84357/costs/1549109317.jpeg,12.49
company/41564/costs/1497701421.jpeg,23.03
company/85939/costs/1601225286.pdf,453.75
company/5690/costs/1454246457.jpeg,5.0
company/231125/costs/1588950255.jpeg,8.15
company/18045/costs/1446112787.jpeg,12.6
company/117279/costs/1587412081.jpeg,3.48
company/5217/costs/1428683687.jpeg,10.0
company/51522/costs/1477230758.jpg,30.0
company/1736/costs/1450089761.jpeg,52.91
company/210048/costs/1603978705.jpeg,124.5
company/25997/costs/1572338951.pdf,100.06
company/160127/costs/1625588131.pdf,3.18
company/72928/costs/1524500782.pdf,78.81
company/16430/costs/1540737632.pdf,227.02
company/6939/costs/1513772353.pdf,307.5
company/81377/costs/1548179551.jpeg,8.76
company/345236/costs/1595365286.jpg,14.67
company/16430/costs/1485427584.pdf,17.78
company/204574/costs/1563303310.PDF,76.3
company/67380/costs/1578858205.jpeg,155.0
company/148390/costs/1552477615.jpeg,9.0
company/70186/costs/1529510459.pdf,50.0
company/38408/costs/1461760868.pdf,246.84
company/12325/costs/1569565002.jpeg,69.0
company/63945/costs/1581088927.jpeg,39.5
company/168579/costs/1591953184.jpg,93.07
company/13712/costs/1469121387.jpeg,18.5
company/52/costs/1512748911.jpeg,10.88
company/25526/costs/1587982631.pdf,74.48
company/51522/costs/1627309703.jpg,33.28
company/310710/costs/1612610550.PDF,31.92
company/10430/costs/1562530670.jpeg,2.7
company/113382/costs/1517144219.PNG,4.2
company/18812/costs/1457020729.jpg,56.58
company/65498/costs/1604065741.pdf,50.0
company/81377/costs/1506884348.jpeg,12.17
company/200671/costs/1552290797.jpg,45.36
company/211142/costs/1571224066.pdf,1.05
company/79124/costs/1491206945.jpeg,156.11
company/22361/costs/1498388996.jpeg,50.22
company/89195/costs/1526462413.jpg,33.88
company/80561/costs/1493061291.jpeg,162.73
company/36582/costs/1461505470.jpeg,24.34
company/67380/costs/1594594840.pdf,49.99
company/21860/costs/1505219260.pdf,7.8
company/323007/costs/1626684266.jpg,83.09
company/231125/costs/1594382860.jpeg,34.0
company/21860/costs/1484815619.jpeg,25.84
company/200671/costs/1604067729.jpg,76.79
company/1261/costs/1515161890.jpeg,7.15
company/72143/costs/1574344159.jpg,9.4
company/92884/costs/1523377946.jpeg,1068.0
company/18305/costs/1619722473.pdf,24.03
company/287939/costs/1626185081.jpeg,261.19
company/56070/costs/1508508904.jpg,200.0
company/10363/costs/1468525834.jpeg,12.3
company/241726/costs/1608986104.jpg,3.48
company/50010/costs/1604153026.pdf,2.95
company/49595/costs/1487250678.jpeg,23.5
company/81377/costs/1562107893.jpeg,10.5
company/197951/costs/1569242882.jpeg,40.45
company/5217/costs/1520326176.jpg,24.3
company/1/costs/1552660871.pdf,72.6
company/60438/costs/1508063745.jpeg,20.0
company/8234/costs/1622467963.pdf,121.0
company/100976/costs/1526927126.jpeg,42.07
company/50010/costs/1567947634.pdf,289.08
company/21931/costs/1554725225.jpeg,37.44
company/25526/costs/1506348820.PDF,519.34
company/11882/costs/1606818815.pdf,0.35
company/912/costs/1601894170.pdf,28.5
company/10363/costs/1469650683.jpeg,41.0
company/49595/costs/1514901816.jpeg,33.06
company/67380/costs/1509398422.jpeg,10.03
company/79176/costs/1557223415.jpeg,1.59
company/252785/costs/1583870260.jpeg,39.0
company/183582/costs/1546437426.pdf,6.16
company/42964/costs/1612695951.pdf,10.0
company/49369/costs/1513243970.jpeg,14.78
company/104996/costs/1511275606.jpeg,22.5
company/18134/costs/1603988828.pdf,25.02
company/72928/costs/1610705781.jpg,28.74
company/6468/costs/1556564408.pdf,136.75
company/323007/costs/1605041618.jpg,23.11
company/30802/costs/1546701601.pdf,11.02
company/53636/costs/1619775097.pdf,30.32
company/13712/costs/1528092431.jpeg,374.88
company/175699/costs/1544538463.jpeg,509.85
company/147813/costs/1544811201.jpeg,101.3
company/79124/costs/1500734918.jpg,25.54
company/65323/costs/1524353101.jpeg,22.8
company/101103/costs/1627377156.pdf,111.25
company/52/costs/1512747367.jpeg,16.81
company/104996/costs/1540223178.pdf,23.6
company/68925/costs/1565870924.pdf,242.0
company/10430/costs/1453115548.jpeg,5.37
company/79124/costs/1570472047.jpeg,72.13
company/11349/costs/1503168700.pdf,0.99
company/912/costs/1563003061.jpeg,55.0
company/86054/costs/1522944176.jpg,1.49
company/241522/costs/1608554693.jpeg,35.37
company/79862/costs/1620216505.jpg,6.0
company/68925/costs/1522228664.pdf,484.0
company/107238/costs/1506416297.jpeg,34.0
company/79756/costs/1541421429.jpeg,10.52
company/105637/costs/1565805515.pdf,12.1
company/79124/costs/1528540215.jpg,32.81
company/6105/costs/1627551889.pdf,10.0
company/206975/costs/1598422402.jpg,9.39
company/41564/costs/1511468491.jpeg,3.45
company/67380/costs/1507108782.jpeg,5.7
company/18134/costs/1596551759.jpeg,12.7
company/191444/costs/1581975139.jpg,11.3
company/267944/costs/1595003937.jpg,45.07
company/25526/costs/1490608743.pdf,12.1
company/165699/costs/1563271838.jpeg,10.0
company/50010/costs/1581092725.pdf,6.56
company/103703/costs/1522743553.jpeg,24.2
company/107238/costs/1561983299.jpeg,5.91
company/80561/costs/1555393859.jpg,36.05
company/10688/costs/1436191083.jpeg,43.76
company/1770/costs/141293245359.jpeg,38.35
company/79124/costs/1605536972.pdf,954.03
company/1736/costs/1460381860.jpeg,15.13
company/211142/costs/1627110458.pdf,82.03
company/51126/costs/1482499102.pdf,0.99
company/22120/costs/1564627112.jpeg,46.45
company/37708/costs/1479916207.jpeg,40.0
company/5690/costs/1533196002.png,64.74
company/110911/costs/1576790109.jpg,3.35
company/5217/costs/1417445395.jpeg,61.53
company/113382/costs/1520895645.pdf,5.8
company/8234/costs/1608308258.pdf,63.42
company/87030/costs/1528401550.jpeg,16.88
company/117279/costs/1589358628.jpeg,21.0
company/99556/costs/1552931362.jpg,148.0
company/68925/costs/1565775511.jpeg,75.56
company/30802/costs/1493403687.jpg,24.66
company/107385/costs/1575912542.pdf,9.43
company/1134/costs/1547060343.pdf,11.5
company/56070/costs/1514901462.jpg,9.96
company/117332/costs/1626851987.jpeg,4.83
company/110911/costs/1534718165.jpeg,2.85
company/13437/costs/1468239361.jpeg,31.17
company/29342/costs/1574436859.pdf,1095.73
company/96807/costs/1522247867.jpg,2.9
company/29646/costs/1611524872.jpg,4.7
company/37708/costs/1591712072.jpeg,4102.81
company/30802/costs/1548712157.jpg,594.15
company/241726/costs/1608911055.jpg,6.95
company/96807/costs/1499776098.jpeg,40.69
company/23727/costs/1452503008.jpeg,750.0
company/18045/costs/1490008327.jpeg,24.9
company/6111/costs/1451856236.jpg,4.94
company/75483/costs/1541150014.pdf,53.0
company/13437/costs/1544370683.jpeg,36.75
company/117279/costs/1620035806.jpeg,27.7
company/75483/costs/1548885511.jpg,24.31
company/96807/costs/1505997644.jpg,2.5
company/335/costs/1572557222.jpg,8.81
company/24824/costs/1601203822.PDF,303.52
company/191444/costs/1573036643.jpg,114.5
company/146797/costs/1535924127.jpeg,2750.0
company/65323/costs/1482153857.jpeg,7.22
company/67380/costs/1626025044.jpeg,26.5
company/912/costs/1555139021.jpeg,8.4
company/33443/costs/1554461663.pdf,79.0
company/64758/costs/1615656924.jpeg,29.59
company/123952/costs/1548760769.jpeg,3.0
company/67380/costs/1616235116.pdf,98.0
company/17091/costs/1475560296.pdf,8.0
company/5217/costs/1453274370.jpeg,9.37
company/30336/costs/1475321516.jpg,233.45
company/17413/costs/1551965893.csv,67.18
company/5098/costs/1572353212.jpeg,50.0
company/122710/costs/1615287079.jpeg,3.25
company/25526/costs/1594721159.pdf,8.72
company/1770/costs/1508854727.jpeg,11.86
company/86054/costs/1574151453.jpg,61.13
company/168579/costs/1570909318.jpg,24.17
company/15274/costs/1619768281.jpeg,960.74
company/101103/costs/1527576062.jpeg,345.46
company/237454/costs/1573060256.jpg,104.29
company/117279/costs/1619803346.jpeg,89.95
company/5217/costs/1431520490.jpeg,129.0
company/78971/costs/1569174914.pdf,10.07
company/51126/costs/1517226770.png,9.99
company/210873/costs/1603103666.jpeg,130.0
company/60438/costs/1562130656.jpeg,12.1
company/11140/costs/1469455743.jpeg,184.66
company/184963/costs/1579179495.jpeg,83.92
company/75546/costs/1522780458.pdf,124.63
company/180972/costs/1591614272.pdf,78.65
company/16748/costs/1544783620.jpeg,69.0
company/53636/costs/1514972860.jpg,163.88
company/210048/costs/1619273823.jpeg,69.0
company/200386/costs/1548156530.pdf,64.0
company/10688/costs/1468315475.jpeg,34.95
company/211142/costs/1624946665.pdf,208.27
company/27274/costs/1602324656.pdf,62.92
company/208273/costs/1549384444.pdf,24.59
company/124413/costs/1561132728.jpg,11.65
company/302018/costs/1581761867.pdf,186.1
company/84357/costs/1579257322.pdf,43.49
company/6762/costs/1434549580.jpeg,62.52
company/124980/costs/1607948043.pdf,29.99
company/30336/costs/1463395570.jpg,44.69
company/79176/costs/1529965937.jpeg,6.02
company/18134/costs/1515066403.jpeg,23.97
company/51126/costs/1473408768.jpeg,34.73
company/108539/costs/1574332056.jpeg,126.96
company/24050/costs/1555863878.jpg,6.8
company/11882/costs/1473350131.jpeg,4.37
company/231125/costs/1556709868.jpeg,8.4
company/11349/costs/1612813860.pdf,39.95
company/154742/costs/1626170970.pdf,920.0
company/72928/costs/1578509518.jpg,61.59
company/117279/costs/1602570371.jpeg,30.98
company/6504/costs/1524395857.jpeg,21.05
company/18305/costs/1587453147.pdf,110.15
company/129997/costs/1537341071.pdf,224.0
company/335/costs/1493295893.jpeg,21.45
company/200163/costs/1617793645.PDF,34.99
company/185949/costs/1540129079.jpeg,9.98
company/21769/costs/1515709530.pdf,301.7
company/18305/costs/1619723278.pdf,9.3
company/252785/costs/1583929430.jpeg,7.85
company/79124/costs/1500734353.jpg,87.92
company/11882/costs/1539240904.PDF,141.75
company/30802/costs/1493483561.pdf,49.91
company/30336/costs/1500811509.jpg,17.5
company/32632/costs/1516025387.jpeg,92.03
company/267944/costs/1590332587.jpg,20.0
company/18134/costs/1560360103.jpeg,7.99
company/294842/costs/1622724458.pdf,14.52
company/61692/costs/1568105393.jpeg,73.0
company/79124/costs/1566802115.jpg,10.79
company/976/costs/1595753078.jpg,51.97
company/10880/costs/1532695084.jpeg,24.0
company/92884/costs/1497106220.jpg,102.46
company/136148/costs/1536677968.jpeg,28.0
company/22361/costs/1498389125.jpeg,21.32
company/36582/costs/1543673791.jpeg,2.95
company/104996/costs/1579175650.jpg,14.0
company/18045/costs/1574402005.pdf,12.1
company/140738/costs/1608638499.jpg,29.48
company/12325/costs/1578567317.jpeg,9.23
company/184963/costs/1625740973.jpeg,104.25
company/1134/costs/1528486118.jpeg,40.2
company/310710/costs/1579467571.jpeg,70.43
company/87030/costs/1493399705.jpeg,102.95
company/95481/costs/1518516983.jpeg,13.0
company/32632/costs/1559638184.jpeg,6.7
company/81377/costs/1570997790.jpeg,63.53
company/9270/costs/1428406855.jpeg,20.03
company/87030/costs/1611644617.jpeg,219.88
company/230352/costs/1556114364.jpeg,276.87
company/13437/costs/1609674911.jpeg,210.0
company/10430/costs/1467109600.jpeg,3.67
company/67380/costs/1519740322.pdf,1068.1
company/122947/costs/1551444483.jpeg,12.95
company/87030/costs/1602524542.jpeg,20.57
company/5217/costs/1448878907.jpeg,38.8
company/14577/costs/1574961195.jpeg,21.5
